,start,end,who_said,line,similar_line,similarity,similarity_category
909,"01:01:32,480","01:01:34,209",Clint Barton,I figure it's a good place to lay low.,"He kept it off SHIELD's files, I'd like to keep it that way",0.83,80% - 89%
910,"01:01:34,320","01:01:35,765",Clint Barton,Honey.,Company,0.7,< 80%
911,"01:01:36,800","01:01:39,326",Clint Barton,I missed you. How's little Natasha?,How you guys doing,0.86,80% - 89%
912,"01:01:39,440","01:01:40,726",Tony Stark,She's...,We'll shake it off,0.52,< 80%
913,"01:01:43,040","01:01:44,041",Clint Barton,Nathaniel.,Company,0.5,< 80%
914,"01:01:46,800","01:01:47,801",Clint Barton,Traitor.,Company,0.75,< 80%
915,"01:02:03,680","01:02:04,841",Clint Barton,Thor?,Company,0.72,< 80%
916,"01:02:04,960","01:02:06,803",Maria Hill,I saw something in that dream.,"There's been no official call for Banner's arrest, but it's in the air",0.55,< 80%
917,"01:02:06,920","01:02:09,526",Laura Barton,I need answers. I won't find them here.,"Ah, I missed you",0.84,80% - 89%
918,"01:02:20,080","01:02:21,366",Tony Stark,We can go home.,How quickly can we buy this building,0.84,80% - 89%
919,"01:02:32,880","01:02:34,723",Tony Stark,See? You worried for nothing.,"Yeah, we would have called ahead, but we were busy having no idea that you existed",0.79,< 80%
920,"01:02:34,840","01:02:36,968",Maria Hill,"Can't even feel the difference, can you?","Until we can find Ultron, I don't have a lot else to offer",0.82,80% - 89%
921,"01:02:39,320","01:02:42,523",Clint Barton,"If they're sleeping here, some of them are gonna have to double up.","If you wanna get some kip, now's a good time, cause we're still a few hours out",0.82,80% - 89%
922,"01:02:44,600","01:02:46,728",Clint Barton,"Yeah, that's not gonna sell.","Oh, my goodness",0.43,< 80%
923,"01:02:49,560","01:02:51,881",Clint Barton,What about Nat and Dr Banner?,"Honey, I'm home",0.37,< 80%
924,"01:02:52,320","01:02:54,243",Clint Barton,How long has that been going on?,How you guys doing,0.33,< 80%
925,"01:02:54,760","01:02:56,808",Laura Barton,Has what?,How long has that been going on,0.75,< 80%
926,"01:02:56,960","01:02:58,689",Clint Barton,You are so cute.,How you guys doing,0.76,< 80%
927,"01:02:58,920","01:03:00,365",Laura Barton,Nat and Banner?,What about Nat and Dr  Banner,0.75,< 80%
928,"01:03:01,080","01:03:05,365",Laura Barton,"I'll explain when you're older, Hawkeye.",I know all your names,0.81,80% - 89%
929,"01:03:02,680","01:03:05,365",Clint Barton,"Well, okay.","No, I'm good",0.78,< 80%
930,"01:03:07,320","01:03:08,731",Clint Barton,"It's bad, right?","He kept it off SHIELD's files, I'd like to keep it that way",0.8,80% - 89%
931,"01:03:09,080","01:03:10,241",Clint Barton,Nat seems really shaken.,"Gentleman, this is Laura",0.29,< 80%
932,"01:03:11,720","01:03:13,210",Clint Barton,Ultron has these allies.,Has what,0.81,80% - 89%
933,"01:03:13,320","01:03:17,250",Tony Stark,"These kids. They're punks, really.","Yeah, we would have called ahead, but we were busy having no idea that you existed",0.78,< 80%
934,"01:03:18,960","01:03:21,406",Clint Barton,"But they carry a big, damn stick.","If you wanna get some kip, now's a good time, cause we're still a few hours out",0.84,80% - 89%
935,"01:03:21,520","01:03:22,726",Clint Barton,And Nat took a serious hit.,They carry a big damn stick and Nat took a serious hit,0.91,90% - 99%
936,"01:03:23,920","01:03:26,400",Clint Barton,Someone's gonna have to teach them some manners.,Someone's gonna have to teach 'em some manners,0.99,90% - 99%
937,"01:03:26,600","01:03:28,409",Laura Barton,That someone being you.,And that someone be you,0.88,80% - 89%
938,"01:03:29,720","01:03:32,564",Laura Barton,You know I totally support your avenging.,"You know I totally support your Avenging, I couldn't be prouder",0.94,90% - 99%
939,"01:03:32,680","01:03:34,523",Laura Barton,I couldn't be prouder.,"You know I totally support your Avenging, I couldn't be prouder",0.92,90% - 99%
940,"01:03:36,080","01:03:37,411",Laura Barton,But I see those guys...,"But I see those guys, those Gods",0.96,90% - 99%
941,"01:03:37,600","01:03:39,568",Laura Barton,Those gods...,Honey,0.07,< 80%
942,"01:03:41,560","01:03:43,289",Clint Barton,You don't think they need me.,You don't think they need me,1.0,100%
943,"01:03:43,960","01:03:47,601",Laura Barton,"I think they do, which is a lot scarier.","You know I totally support your Avenging, I couldn't be prouder",0.83,80% - 89%
944,"01:03:48,760","01:03:50,569",Laura Barton,They're a mess.,They're a mess,1.0,100%
945,"01:03:51,560","01:03:52,561",Clint Barton,Yeah.,Yeah,1.0,100%
946,"01:03:53,320","01:03:54,765",Clint Barton,I guess they're my mess.,I guess they're my mess,1.0,100%
947,"01:03:56,320","01:03:57,924",Laura Barton,You need to be sure,You need to be sure that this team is really a team and that they have your back,0.89,80% - 89%
948,"01:03:58,360","01:04:02,844",Laura Barton,"that this team is really a team, and that they have your back.",You need to be sure that this team is really a team and that they have your back,0.96,90% - 99%
949,"01:04:06,200","01:04:08,771",Laura Barton,Things are changing for us.,Things are changing for us,1.0,100%
950,"01:04:08,880","01:04:14,205",Laura Barton,"In a few months' time, you and me are gonna be outnumbered.","In a few months time, you and me are gonna be outnumbered",1.0,100%
951,"01:04:14,320","01:04:15,606",Laura Barton,I need...,I need,1.0,100%
952,"01:04:18,800","01:04:20,609",Laura Barton,Just be sure.,just be sure,1.0,100%
953,"01:04:21,440","01:04:22,930",Clint Barton,"Yes, ma'am.","Yes, ma'am",1.0,100%
954,"01:04:32,160","01:04:34,003",Laura Barton,I can feel the difference.,I can feel the difference,1.0,100%
955,"01:04:46,960","01:04:49,645",Ultron,"Scream, and your entire staff dies.","Scream, and your entire staff dies",1.0,100%
956,"01:04:51,560","01:04:53,801",Ultron,"I could've killed you, Helen, the night we met.","I could've killed you, Helen, the night we met",1.0,100%
957,"01:04:53,960","01:04:55,007",Ultron,I didn't.,I didn't,1.0,100%
958,"01:04:55,160","01:04:56,650",Dr. Helen Cho,Do you expect a thankyou note?,Do you expect a thank you note,0.99,90% - 99%
959,"01:04:56,800","01:04:58,484",Ultron,I expect you to know why.,I expect you to know why,1.0,100%
960,"01:04:59,920","01:05:01,206",Dr. Helen Cho,The Cradle.,The Cradle,1.0,100%
961,"01:05:01,280","01:05:03,203",Dr. Helen Cho,"This is the next thing, Tony.","This is the next thing, Tony",1.0,100%
962,"01:05:03,360","01:05:06,330",Ultron,This is the next me.,is the next me,0.99,90% - 99%
963,"01:05:06,720","01:05:09,291",Dr. Helen Cho,The Regeneration Cradle prints tissue.,The Cradle,0.81,80% - 89%
964,"01:05:09,400","01:05:11,050",Dr. Helen Cho,It can't build a living body.,"The regeneration cradle prints tissue, it can't build a living body",0.94,90% - 99%
965,"01:05:11,160","01:05:12,241",Ultron,It can. You can.,"It can, you can",1.0,100%
966,"01:05:12,720","01:05:14,006",Ultron,You lack the materials.,You lack the materials,1.0,100%
967,"01:05:16,440","01:05:17,805",Ultron,"You're a brilliant woman, Helen.","You're a brilliant woman, Helen",1.0,100%
968,"01:05:21,080","01:05:24,163",Ultron,But we all have room to improve.,But we all have room to improve,1.0,100%
969,"01:05:45,960","01:05:48,361",Bruce Banner,I didn't realise you were waiting.,I didn't realize you were waiting,1.0,100%
970,"01:05:48,480","01:05:52,883",Natasha Romanoff,"I would've joined you, but it didn't seem like the right time.","I would've joined you, but uh, it didn't seem like the right time",0.99,90% - 99%
971,"01:05:53,840","01:05:55,922",Bruce Banner,They used up all the hot water.,They used up all the hot water,1.0,100%
972,"01:05:56,760","01:05:58,205",Natasha Romanoff,I should've joined you.,I should've joined you,1.0,100%
973,"01:05:58,360","01:06:00,010",Bruce Banner,Missed our window.,Missed our window,1.0,100%
974,"01:06:00,800","01:06:02,040",Natasha Romanoff,Did we?,Did we,1.0,100%
975,"01:06:05,600","01:06:06,726",Bruce Banner,The world just saw the Hulk.,The world just saw the Hulk,1.0,100%
976,"01:06:09,400","01:06:11,323",Bruce Banner,"The real Hulk, for the first time.","The real Hulk, for the first time",1.0,100%
977,"01:06:14,560","01:06:17,211",Bruce Banner,You know I have to leave.,You know I have to leave,1.0,100%
978,"01:06:14,560","01:06:17,211",Natasha Romanoff,You assume that I have to stay?,But you assume that I have to stay,0.99,90% - 99%
979,"01:06:19,280","01:06:21,931",Natasha Romanoff,I had this dream.,"I had this, um, dream",0.95,90% - 99%
980,"01:06:22,280","01:06:26,720",Natasha Romanoff,"The kind that seems normal at the time, but when you wake...","The kind that seems normal at the time, but when you wake",1.0,100%
981,"01:06:26,920","01:06:28,251",Bruce Banner,What did you dream?,What did you dream,1.0,100%
982,"01:06:29,280","01:06:31,089",Natasha Romanoff,That I was an Avenger.,That I was an Avenger,1.0,100%
983,"01:06:33,120","01:06:36,927",Natasha Romanoff,That I was anything more than the assassin they made me.,That I was anything more than the assassin they made me,1.0,100%
984,"01:06:38,400","01:06:40,482",Bruce Banner,I think you're being hard on yourself.,I think you're being hard on yourself,1.0,100%
985,"01:06:42,600","01:06:45,080",Natasha Romanoff,Here I was hoping that was your job.,Here I was hoping that was your job,1.0,100%
986,"01:06:48,040","01:06:49,610",Bruce Banner,What are you doing?,What are you doing,1.0,100%
987,"01:06:51,240","01:06:53,049",Natasha Romanoff,I'm running with it.,"I'm running with it, with you",0.96,90% - 99%
988,"01:06:54,360","01:06:55,964",Natasha Romanoff,With you.,"I'm running with it, with you",0.84,80% - 89%
989,"01:06:56,720","01:07:01,924",Natasha Romanoff,"If running is the plan, as far as you want.","If running's the plan, as far as you want",0.97,90% - 99%
990,"01:07:03,800","01:07:05,564",Bruce Banner,Are you out of your mind?,Are you out of your mind,1.0,100%
991,"01:07:10,920","01:07:12,331",Natasha Romanoff,I want you to understand that...,I want you to understand that I'm,0.97,90% - 99%
992,"01:07:12,440","01:07:16,405",Bruce Banner,"Natasha, where can I go?","Natasha, where can I go",1.0,100%
993,"01:07:17,480","01:07:19,801",Bruce Banner,Where in the world am I not a threat?,Where in the world am I not a threat,1.0,100%
994,"01:07:19,920","01:07:22,241",Natasha Romanoff,You're not a threat to me.,You're not a threat to me,1.0,100%
995,"01:07:19,920","01:07:22,241",Bruce Banner,Are you sure?,What are you doing,0.92,90% - 99%
996,"01:07:23,160","01:07:24,969",Bruce Banner,Even if I didn't just...,Even if I didn't just,1.0,100%
997,"01:07:26,600","01:07:27,965",Bruce Banner,There's no future with me.,there's no future with me,1.0,100%
998,"01:07:29,640","01:07:30,641",Bruce Banner,I can't ever...,I can't ever,1.0,100%
999,"01:07:30,880","01:07:33,121",Bruce Banner,I can't have this.,"I can't have this, kids",0.98,90% - 99%
1000,"01:07:33,840","01:07:34,966",Bruce Banner,Kids.,They used up all the hot water,0.19,< 80%
1001,"01:07:35,440","01:07:38,011",Bruce Banner,Do the math. I physically can't.,"Do the math, I physically can't",1.0,100%
1002,"01:07:39,760","01:07:41,205",Ultron,Neither can I.,"It can, you can",0.87,80% - 89%
1003,"01:07:45,880","01:07:49,407",Natasha Romanoff,In the Red Room where I was trained...,"In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony",0.93,90% - 99%
1004,"01:07:49,880","01:07:55,971",Natasha Romanoff,"Where I was raised, they have a graduation ceremony.","In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony",0.95,90% - 99%
1005,"01:07:57,600","01:07:59,409",Natasha Romanoff,They sterilise you.,They sterilize you,1.0,100%
1006,"01:08:02,640","01:08:04,051",Natasha Romanoff,It's efficient.,It's efficient,1.0,100%
1007,"01:08:06,960","01:08:08,325",Natasha Romanoff,One less thing to worry about.,One less thing to worry about,1.0,100%
1008,"01:08:10,440","01:08:13,808",Natasha Romanoff,The one thing that might matter more than a mission.,The one thing that might matter more than a mission,1.0,100%
1009,"01:08:16,160","01:08:18,049",Natasha Romanoff,Makes everything easier.,It makes everything easier,0.9,90% - 99%
1010,"01:08:19,440","01:08:20,680",Natasha Romanoff,Even killing.,Even killing,1.0,100%
1011,"01:08:25,760","01:08:28,843",Natasha Romanoff,You still think you're the only monster on the team?,You still think you're the only monster on the team,1.0,100%
1012,"01:08:35,040","01:08:37,122",Bruce Banner,"So, we disappear?","What, so we disappear",0.98,90% - 99%
1013,"01:08:43,800","01:08:45,640",Tony Stark,Thor didn't say where he was going for answers?,Thor didn't say where he was going for answers,1.0,100%
1014,"01:08:46,480","01:08:49,006",Steve Rogers,Sometimes my teammates don't tell me things.,Sometimes my teammates don't tell me things,1.0,100%
1015,"01:08:50,120","01:08:52,168",Steve Rogers,I was kind of hoping Thor would be the exception.,I was kind of hoping Thor would be the exception,1.0,100%
1016,"01:08:52,280","01:08:54,282",Tony Stark,"Yeah, give him time.","Yeah, give him time",1.0,100%
1017,"01:08:54,440","01:08:56,363",Tony Stark,We don't know what the Maximoff kid showed him.,We don't know what the Maximoff kid showed him,1.0,100%
1018,"01:08:58,560","01:09:00,164",Steve Rogers,Earth's mightiest heroes.,Earth's Mightiest Heroes,1.0,100%
1019,"01:09:00,320","01:09:01,924",Steve Rogers,Pulled us apart like cotton candy.,Pulled us apart like cotton candy,1.0,100%
1020,"01:09:02,280","01:09:03,760",Tony Stark,Seems like you walked away all right.,Seems like you walked away all right,1.0,100%
1021,"01:09:06,200","01:09:07,201",Steve Rogers,Is that a problem?,Is that a problem,1.0,100%
1022,"01:09:07,560","01:09:09,483",Tony Stark,I don't trust a guy without a dark side.,I don't trust a guy without a dark side,1.0,100%
1023,"01:09:10,680","01:09:11,727",Tony Stark,Call me oldfashioned.,Call me old fashioned,0.84,80% - 89%
1024,"01:09:11,840","01:09:14,411",Steve Rogers,"Well, let's just say you haven't seen it yet.",Well let's just say you haven't seen it yet,1.0,100%
1025,"01:09:14,720","01:09:16,927",Tony Stark,"You know Ultron is trying to tear us apart, right?","You know Ultron is trying to tear us apart, right",1.0,100%
1026,"01:09:17,160","01:09:19,401",Steve Rogers,"Well, I guess you'd know.",Well I guess you'd know,1.0,100%
1027,"01:09:19,520","01:09:20,806",Steve Rogers,Whether you'd tell us is a bit of a question.,Whether you tell us is a bit of a question,1.0,100%
1028,"01:09:20,960","01:09:22,086",Tony Stark,Banner and I were doing research.,Banner and I were doing research,1.0,100%
1029,"01:09:22,240","01:09:24,440",Steve Rogers,That would affect the team.,That would affect the team,1.0,100%
1030,"01:09:22,240","01:09:24,440",Tony Stark,That would end the team!,That would end the team,1.0,100%
1031,"01:09:24,680","01:09:25,761",Tony Stark,Isn't that the mission?,Isn't that the mission,1.0,100%
1032,"01:09:25,960","01:09:27,200",Tony Stark,Isn't that the Why We Fight?,"Isn't that the why we fight, so we can end the fight, so we get to go home",0.89,80% - 89%
1033,"01:09:27,320","01:09:29,561",Tony Stark,So we can end the fight.,"Isn't that the why we fight, so we can end the fight, so we get to go home",0.96,90% - 99%
1034,"01:09:27,320","01:09:29,561",Tony Stark,So we get to go home!,"Isn't that the why we fight, so we can end the fight, so we get to go home",0.92,90% - 99%
1035,"01:09:32,800","01:09:36,850",Steve Rogers,"Every time someone tries to win a war before it starts, innocent people die.","Every time someone tries to win a war before it starts, innocent people die",1.0,100%
1036,"01:09:36,960","01:09:37,961",Steve Rogers,Every time.,Every time,1.0,100%
1037,"01:09:40,440","01:09:42,841",Laura Barton,I'm sorry. Mr Stark...,I'm sorry,0.95,90% - 99%
1038,"01:09:43,720","01:09:47,446",Laura Barton,"Clint said you wouldn't mind, but our tractor doesn't seem to want to start at all.","Stark, uh, Clint said you wouldn't mind, but, our tractor, it doesn't seem to want to start at all",0.98,90% - 99%
1039,"01:09:47,760","01:09:50,120",Laura Barton,I thought maybe you might...,I thought maybe you might,1.0,100%
1040,"01:09:47,760","01:09:50,120",Tony Stark,"Yeah, I'll give her a kick.","Yeah, I'll give her a kick",1.0,100%
1041,"01:09:53,560","01:09:55,130",Tony Stark,Don't take from my pile.,Don't take from my pile,1.0,100%
1042,"01:10:05,360","01:10:06,521",Tony Stark,"Hello, Deere.","Hello, Deere",1.0,100%
1043,"01:10:09,400","01:10:10,811",Tony Stark,Tell me everything.,Tell me everything,1.0,100%
1044,"01:10:12,040","01:10:13,405",Tony Stark,What ails you?,What ails you,1.0,100%
1045,"01:10:13,640","01:10:14,641",Nick Fury,Do me a favour.,Do me a favor,1.0,100%
1046,"01:10:16,920","01:10:18,809",Nick Fury,Try not to bring it to life.,Try not to bring it to life,1.0,100%
1047,"01:10:18,960","01:10:20,485",Tony Stark,"Why, Ms Barton, you little minx.",I don't trust a guy without a dark side,0.19,< 80%
1048,"01:10:20,840","01:10:23,366",Tony Stark,"I get it. Maria Hill called you, right?","I get it, Maria Hill called you, right",1.0,100%
1049,"01:10:23,480","01:10:24,800",Tony Stark,Was she ever not working for you?,Was she ever not working for you,1.0,100%
1050,"01:10:24,880","01:10:26,370",Nick Fury,Artificial intelligence.,Artificial intelligence,1.0,100%
1051,"01:10:27,400","01:10:29,050",Nick Fury,You never even hesitated.,You never even hesitated,1.0,100%
1052,"01:10:29,360","01:10:34,680",Tony Stark,"Look, it's been a really long day, like Eugene O'Neill long, so how's about we skip to the part where you're useful.","Look, it's been a really long day, like, Eugene O'Neill long, so how's about we skip to the part where you're useful",1.0,100%
1053,"01:10:34,720","01:10:37,320",Nick Fury,Look me in the eye and tell me you're going to shut him down.,Look me in the eye and tell me you're going to shut him down,1.0,100%
1054,"01:10:37,640","01:10:39,051",Tony Stark,You're not the director of me.,You're not the director of me,1.0,100%
1055,"01:10:39,160","01:10:41,003",Nick Fury,I'm not the director of anybody.,I'm not the director of anybody,1.0,100%
1056,"01:10:41,320","01:10:42,924",Nick Fury,I'm just an old man,"I'm just an old man, who cares very much about you",0.87,80% - 89%
1057,"01:10:43,600","01:10:45,170",Nick Fury,who cares very much about you.,"I'm just an old man, who cares very much about you",0.84,80% - 89%
1058,"01:10:48,040","01:10:49,849",Tony Stark,And I'm the man who killed the Avengers.,And I'm the man who killed the Avengers,1.0,100%
1059,"01:10:51,680","01:10:52,806",Tony Stark,I saw it.,I saw it,1.0,100%
1060,"01:10:53,000","01:10:54,570",Tony Stark,I didn't tell the team. How could I?,"I didn't tell the team, how could I",1.0,100%
1061,"01:10:55,840","01:10:57,683",Tony Stark,"I saw them all dead, Nick. I felt it.","I saw them all dead, Nick",0.94,90% - 99%
1062,"01:10:58,040","01:10:59,565",Tony Stark,"The whole world, too.","The whole world, too",1.0,100%
1063,"01:11:00,000","01:11:01,001",Tony Stark,Because of me.,It's because of me,0.91,90% - 99%
1064,"01:11:02,240","01:11:03,685",Tony Stark,I wasn't ready.,I wasn't ready,1.0,100%
1065,"01:11:05,160","01:11:06,571",Tony Stark,I didn't do all I could.,I didn't do all I could,1.0,100%
1066,"01:11:07,600","01:11:09,682",Nick Fury,"Maximoff girl, she's working you, Stark.","The Maximoff girl, she's working you, Stark",0.95,90% - 99%
1067,"01:11:10,320","01:11:13,802",Nick Fury,Playing on your fear.,Playing on your fear,1.0,100%
1068,"01:11:10,320","01:11:13,802",Tony Stark,"I wasn't tricked, I was shown.","I wasn't tricked, I was shown",1.0,100%
1069,"01:11:13,920","01:11:16,207",Tony Stark,"Wasn't a nightmare, it was my legacy.","It wasn't a nightmare, it was my legacy",0.98,90% - 99%
1070,"01:11:16,520","01:11:18,682",Tony Stark,The end of the path I started us on.,The end of the path I started us on,1.0,100%
1071,"01:11:19,560","01:11:21,800",Nick Fury,"You come up with some pretty impressive inventions, Tony.","You've come up with some pretty impressive inventions, Tony",1.0,100%
1072,"01:11:23,960","01:11:25,371",Nick Fury,War isn't one of them.,War isn't one of them,1.0,100%
1073,"01:11:28,960","01:11:30,405",Tony Stark,I watched my friends die.,I watched my friends die,1.0,100%
1074,"01:11:30,680","01:11:32,682",Tony Stark,"You'd think that'd be as bad as it gets, right?","You'd think that'd be as bad as it gets, right",1.0,100%
1075,"01:11:34,120","01:11:35,565",Tony Stark,Nope.,Nope,1.0,100%
1076,"01:11:36,560","01:11:39,086",Tony Stark,It wasn't the worst part.,Wasn't the worst part,0.91,90% - 99%
1077,"01:11:36,560","01:11:39,086",Tony Stark,The worst part,Wasn't the worst part,0.89,80% - 89%
1078,"01:11:40,120","01:11:41,406",Nick Fury,is that you didn't.,The worst part is that you didn't,0.9,90% - 99%
1079,"01:11:48,120","01:11:49,201",Steve Rogers,I'll see you tonight.,Well I guess you'd know,0.93,90% - 99%
1080,"01:11:51,960","01:11:53,246",Erik Selvig,I like the look.,I like the look,1.0,100%
1081,"01:11:54,400","01:11:56,926",Erik Selvig,"If you're going for inconspicuous, though, near miss.","If you're going for inconspicuous, though, near miss",1.0,100%
1082,"01:11:57,280","01:11:58,327",Thor,I need your help.,I need your help,1.0,100%
1083,"01:11:58,560","01:11:59,561",Erik Selvig,It's nice to be needed.,It's nice to be needed,1.0,100%
1084,"01:11:59,960","01:12:01,325",Thor,It's dangerous.,It's dangerous,1.0,100%
1085,"01:12:01,960","01:12:03,689",Erik Selvig,I'd be disappointed if it wasn't.,I'd be disappointed if it wasn't,1.0,100%
1086,"01:12:06,600","01:12:09,922",Nick Fury,Ultron took you folks out of play to buy himself time.,Ultron took you folks out of play to buy himself time,1.0,100%
1087,"01:12:10,280","01:12:13,250",Nick Fury,My contacts all say he's building something.,My contacts all say he's building something,1.0,100%
1088,"01:12:13,360","01:12:17,570",Nick Fury,"The amount of vibranium he made off with, I don't think it's just one thing.","The amount of Vibranium he made off with, I don't think it's just one thing",1.0,100%
1089,"01:12:17,680","01:12:19,011",Steve Rogers,What about Ultron himself?,What about Ultron himself,1.0,100%
1090,"01:12:19,120","01:12:21,487",Nick Fury,He's easy to track. He's everywhere.,"He's easy to track, he's everywhere",1.0,100%
1091,"01:12:21,920","01:12:24,287",Nick Fury,The guy is multiplying faster than a Catholic rabbit.,Guy's multiplying faster than a Catholic rabbit,0.92,90% - 99%
1092,"01:12:24,960","01:12:27,770",Nick Fury,"It still doesn't help us get an angle on any of his plans, though.",Still doesn't help us get an angle on any of his plans though,0.99,90% - 99%
1093,"01:12:28,000","01:12:29,081",Tony Stark,Is he still going after launch codes?,He still going after launch codes,0.9,90% - 99%
1094,"01:12:29,360","01:12:30,725",Nick Fury,"Yes, he is.","Yes, he is, but he's not making any headway",0.87,80% - 89%
1095,"01:12:30,840","01:12:32,330",Nick Fury,But he's not making any headway.,"Yes, he is, but he's not making any headway",0.95,90% - 99%
1096,"01:12:32,440","01:12:34,522",Tony Stark,I cracked the Pentagon's firewall in high school on a dare.,I cracked the Pentagon's firewall in high school on a dare,1.0,100%
1097,"01:12:34,640","01:12:37,246",Nick Fury,"Well, I contacted our friends at the Nexus about that.","Yeah, well, I contacted our friends at the NEXUS about that",1.0,100%
1098,"01:12:37,320","01:12:38,321",Steve Rogers,Nexus?,NEXUS,1.0,100%
1099,"01:12:38,440","01:12:40,090",Bruce Banner,It's the world Internet hub in Oslo.,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth",0.88,80% - 89%
1100,"01:12:40,520","01:12:42,284",Bruce Banner,Every byte of data flows through there.,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth",0.89,80% - 89%
1101,"01:12:42,520","01:12:43,567",Bruce Banner,Fastest access on Earth.,"It's the world internet hub in Oslo, every byte of data flows through there, fastest access on earth",0.77,< 80%
1102,"01:12:43,720","01:12:44,767",Clint Barton,"So, what did they say?",So what'd they say,0.97,90% - 99%
1103,"01:12:45,000","01:12:46,764",Nick Fury,He's fixated on the missiles.,"He's fixated on the missiles, but the codes are constantly being changed",0.88,80% - 89%
1104,"01:12:47,000","01:12:48,680",Nick Fury,But the codes are constantly being changed.,"He's fixated on the missiles, but the codes are constantly being changed",0.9,90% - 99%
1105,"01:12:49,160","01:12:50,161",Tony Stark,By whom?,By whom,1.0,100%
1106,"01:12:51,400","01:12:52,606",Nick Fury,Parties unknown.,Parties unknown,1.0,100%
1107,"01:12:52,800","01:12:53,926",Natasha Romanoff,Do we have an ally?,Do we have an ally,1.0,100%
1108,"01:12:54,040","01:12:56,361",Nick Fury,Ultron's got an enemy.,"Ultron's got an enemy, that's not the same thing",0.76,< 80%
1109,"01:12:54,040","01:12:56,361",Nick Fury,That's not the same thing.,"Ultron's got an enemy, that's not the same thing",0.88,80% - 89%
1110,"01:12:56,720","01:12:58,563",Nick Fury,"Still, I'd pay folding money to know who it is.","Still, I'd pay folding money to know who it is",1.0,100%
1111,"01:12:58,680","01:12:59,841",Tony Stark,I might need to visit Oslo.,"I might need to visit Oslo, find our unknown",0.94,90% - 99%
1112,"01:13:00,320","01:13:01,481",Nick Fury,Find our unknown.,My contacts all say he's building something,0.34,< 80%
1113,"01:13:01,640","01:13:05,640",Natasha Romanoff,"Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that.","Well, this is good times, boss, but I was kind of hoping when I saw you, you'd have more than that",1.0,100%
1114,"01:13:05,880","01:13:07,882",Nick Fury,I do. I have you.,"I do, I have you",1.0,100%
1115,"01:13:08,760","01:13:11,966",Nick Fury,"Back in the day, I had eyes everywhere.","Back in the day, I had eyes everywhere, ears everywhere else",0.97,90% - 99%
1116,"01:13:08,760","01:13:11,966",Nick Fury,"Ears, everywhere else.",Guy's multiplying faster than a Catholic rabbit,0.36,< 80%
1117,"01:13:12,320","01:13:15,324",Nick Fury,You kids had all the tech you could dream up.,"You've come up with some pretty impressive inventions, Tony",0.88,80% - 89%
1118,"01:13:16,320","01:13:22,050",Nick Fury,"Here we all are, back on Earth, with nothing but our wit and our will to save the world.","Here we all are, back on earth, with nothing but our wit, and our will to save the world",1.0,100%
1119,"01:13:23,640","01:13:25,802",Nick Fury,Ultron says the Avengers are the only thing,"He's fixated on the missiles, but the codes are constantly being changed",0.85,80% - 89%
1120,"01:13:26,000","01:13:27,445",Nick Fury,between him and his mission.,"Yeah, well, I contacted our friends at the NEXUS about that",0.48,< 80%
1121,"01:13:27,560","01:13:32,611",Nick Fury,"And whether or not he admits it, his mission is global destruction.","Yes, he is, but he's not making any headway",0.87,80% - 89%
1122,"01:13:33,840","01:13:36,002",Tony Stark,"All this, laid in a grave.",I cracked the Pentagon's firewall in high school on a dare,0.79,< 80%
1123,"01:13:38,040","01:13:39,724",Nick Fury,So stand.,So stand,1.0,100%
1124,"01:13:40,520","01:13:42,249",Nick Fury,Outwit the platinum bastard.,Outwit the platinum bastard,1.0,100%
1125,"01:13:42,880","01:13:44,360",Natasha Romanoff,Steve doesn't like that kind of talk.,Steve doesn't like that kind of talk,1.0,100%
1126,"01:13:44,560","01:13:45,641",Steve Rogers,"You know what, Romanoff?","You know what, Romanoff",1.0,100%
1127,"01:13:46,840","01:13:48,171",Nick Fury,"So, what does he want?",So what does he want,1.0,100%
1128,"01:13:49,880","01:13:51,609",Steve Rogers,To become better.,To become better,1.0,100%
1129,"01:13:51,720","01:13:53,085",Steve Rogers,Better than us.,Better than us,1.0,100%
1130,"01:13:53,440","01:13:55,841",Steve Rogers,He keeps building bodies.,He keeps building bodies,1.0,100%
1131,"01:13:53,440","01:13:55,841",Tony Stark,Person bodies.,Person bodies,1.0,100%
1132,"01:13:56,440","01:13:58,044",Tony Stark,The human form is inefficient.,"The human form is inefficient, biologically speaking, we're outmoded",0.91,90% - 99%
1133,"01:13:58,200","01:14:00,362",Tony Stark,"Biologically speaking, we're outmoded.","The human form is inefficient, biologically speaking, we're outmoded",0.79,< 80%
1134,"01:14:00,480","01:14:02,448",Tony Stark,But he keeps coming back to it.,But he keeps coming back to it,1.0,100%
1135,"01:14:02,560","01:14:06,051",Natasha Romanoff,"When you two programmed him to protect the human race, you amazingly failed.","When you two programmed him to protect the human race, you amazingly failed",1.0,100%
1136,"01:14:06,360","01:14:08,203",Bruce Banner,They don't need to be protected.,"They don't need to be protected, they need to evolve",0.98,90% - 99%
1137,"01:14:08,920","01:14:10,410",Bruce Banner,They need to evolve.,"They don't need to be protected, they need to evolve",0.95,90% - 99%
1138,"01:14:12,560","01:14:14,528",Bruce Banner,Ultron's going to evolve.,Ultron's going to evolve,1.0,100%
